Exp, Mean, Var, Tau, Temp, Mixtures, conv1_val, conv1_sp, conv2_val, conv2_sp, fc1_val, fc1_sp, fc2_val, fc_2sp, Test Acc, Val Acc
98, 0.0032196784442513784, 5764.241761132214, 1.7742852308703055e-08, 10, 11, 32.88, 0.0, 10.09, 0.0, 10.09, 96.90311750599521, 70.69, 83.73253493013972, 9.8, 9.91
99, 0.0032196784442513784, 0.8956708445545833, 0.00010673830759454255, 10, 11, 10.09, 0.0, 10.09, 0.0, 29.12, 0.0, 94.61, 94.05189620758483, 9.74, 10.09
100, 0.0032196784442513784, 0.8956708445545833, 1.7742852308703055e-08, 2, 11, 32.89, 0.0, 10.09, 0.0, 10.09, 96.89144684252598, 94.31, 0.0, 9.8, 9.91
101, 0.0032196784442513784, 0.8956708445545833, 1.7742852308703055e-08, 10, 8, 44.58, 4.461538461538462, 10.09, 4.461538461538462, 10.09, 97.05675459632293, 79.85, 84.87025948103792, 9.8, 9.91
102, 0.0032196784442513784, 5764.241761132214, 0.00010673830759454255, 2, 8, 10.09, 0.0, 10.09, 0.0, 90.83, 91.97841726618705, 94.48, 93.95209580838323, 9.8, 9.91
103, 0.10181517217181825, 0.8956708445545833, 0.00010673830759454255, 2, 8, 10.09, 0.0, 10.09, 0.0, 90.79, 92.03213429256594, 94.89, 93.85229540918164, 9.8, 9.91
104, 0.10181517217181825, 5764.241761132214, 1.7742852308703055e-08, 2, 8, 44.63, 4.615384615384616, 10.09, 4.615384615384616, 10.09, 97.07178257394085, 94.69, 45.10978043912176, 9.8, 9.91
105, 0.10181517217181825, 5764.241761132214, 0.00010673830759454255, 10, 8, 10.09, 0.0, 10.09, 0.0, 90.93, 91.96434852118304, 94.61, 94.05189620758483, 9.8, 9.91
106, 0.10181517217181825, 5764.241761132214, 0.00010673830759454255, 2, 11, 10.09, 0.0, 10.09, 0.0, 28.73, 0.0, 94.61, 93.91217564870259, 9.8, 9.91
107, 0.10181517217181825, 5764.241761132214, 0.00010673830759454255, 2, 8, 10.09, 0.0, 10.09, 0.0, 90.76, 91.9726618705036, 94.48, 93.9321357285429, 9.8, 9.91
108, 32.19678444251381, 283.23599025991047, 5.6107825483478675e-06, 20, 4, 32.02, 25.23076923076923, 68.43, 25.23076923076923, 65.58, 97.26954436450839, 95.6, 93.85229540918164, 9.7, 9.95
109, 1018.1517217181843, 283.23599025991047, 5.6107825483478675e-06, 20, 4, 30.94, 52.0, 89.59, 52.0, 15.71, 99.52885691446842, 81.9, 96.62674650698602, 9.8, 9.91
110, 32.19678444251381, 18.228132949038027, 5.6107825483478675e-06, 20, 4, 28.97, 24.76923076923077, 36.71, 24.76923076923077, 64.41, 95.27721822541967, 9.91, 0.0, 9.8, 9.91
111, 32.19678444251381, 283.23599025991047, 3.375361655904018e-07, 20, 4, 37.84, 15.384615384615385, 72.08, 15.384615384615385, 76.67, 97.1505995203837, 86.53, 82.21556886227545, 6.89, 6.89
112, 32.19678444251381, 283.23599025991047, 5.6107825483478675e-06, 12, 4, 32.02, 25.23076923076923, 68.45, 25.23076923076923, 65.47, 97.27593924860112, 93.05, 93.23353293413173, 7.87, 7.9
113, 32.19678444251381, 283.23599025991047, 5.6107825483478675e-06, 20, 15, 30.29, 0.0, 46.09, 0.0, 53.46, 96.19680255795365, 94.01, 93.97205588822355, 9.7, 9.62
114, 32.19678444251381, 18.228132949038027, 3.375361655904018e-07, 12, 15, 38.2, 0.0, 25.09, 0.0, 43.38, 93.35539568345324, 64.85, 57.36526946107784, 9.68, 9.78
115, 1018.1517217181843, 283.23599025991047, 3.375361655904018e-07, 12, 15, 32.61, 25.846153846153847, 97.02, 25.846153846153847, 89.31, 98.1005595523581, 82.66, 88.94211576846307, 13.21, 13.3
116, 1018.1517217181843, 18.228132949038027, 5.6107825483478675e-06, 12, 15, 30.92, 37.53846153846154, 96.59, 37.53846153846154, 83.42, 98.6044764188649, 80.83, 95.78842315369262, 10.52, 10.87
117, 1018.1517217181843, 18.228132949038027, 3.375361655904018e-07, 20, 15, 32.71, 25.846153846153847, 96.98, 25.846153846153847, 89.84, 98.0732214228617, 84.33, 86.04790419161677, 13.1, 12.83
118, 1018.1517217181843, 18.228132949038027, 3.375361655904018e-07, 12, 4, 23.92, 43.53846153846154, 88.01, 43.53846153846154, 18.14, 99.55939248601119, 68.65, 96.16766467065868, 9.96, 10.11
119, 1018.1517217181843, 18.228132949038027, 3.375361655904018e-07, 12, 15, 32.72, 25.846153846153847, 97.05, 25.846153846153847, 90.03, 98.0697042366107, 82.59, 89.00199600798403, 13.28, 13.3
120, 3219.6784442513826, 15.927530210435883, 3.155174893592822e-07, 5, 8, 21.15, 40.46153846153846, 91.45, 40.46153846153846, 81.22, 99.08361310951238, 85.6, 89.46107784431138, 16.13, 17.17
121, 10.181517217181838, 15.927530210435883, 3.155174893592822e-07, 5, 8, 38.87, 5.6923076923076925, 10.57, 5.6923076923076925, 30.06, 94.90711430855315, 91.09, 60.359281437125745, 9.81, 9.91
122, 3219.6784442513826, 324.14713506726395, 3.155174893592822e-07, 5, 8, 21.27, 40.15384615384615, 92.16, 40.15384615384615, 82.07, 99.0855315747402, 84.96, 89.56087824351297, 16.59, 17.48
123, 3219.6784442513826, 15.927530210435883, 1.898105346577759e-08, 5, 8, 21.5, 38.92307692307692, 92.7, 38.92307692307692, 81.05, 99.03725019984013, 89.52, 89.06187624750498, 16.65, 16.82
124, 3219.6784442513826, 15.927530210435883, 3.155174893592822e-07, 16, 8, 21.23, 40.46153846153846, 92.39, 40.46153846153846, 80.94, 99.08073541167066, 72.73, 93.27345309381238, 6.83, 7.78
125, 3219.6784442513826, 15.927530210435883, 3.155174893592822e-07, 5, 12, 24.0, 34.0, 95.72, 34.0, 91.14, 98.5982414068745, 85.46, 92.75449101796407, 14.73, 15.5
126, 3219.6784442513826, 324.14713506726395, 1.898105346577759e-08, 16, 12, 22.36, 31.538461538461537, 96.84, 31.538461538461537, 93.06, 97.37697841726619, 76.03, 75.48902195608783, 18.62, 18.5
127, 10.181517217181838, 15.927530210435883, 1.898105346577759e-08, 16, 12, 50.21, 0.0, 12.51, 0.0, 67.09, 94.88537170263788, 84.39, 65.40918163672654, 9.91, 10.0
128, 10.181517217181838, 324.14713506726395, 3.155174893592822e-07, 16, 12, 10.09, 0.0, 10.09, 0.0, 10.09, 96.50455635491608, 64.6, 83.01397205588822, 9.8, 9.91
129, 10.181517217181838, 324.14713506726395, 1.898105346577759e-08, 5, 12, 32.82, 0.0, 10.09, 0.0, 10.09, 96.72549960031974, 82.92, 56.82634730538923, 9.58, 9.67
130, 10.181517217181838, 324.14713506726395, 1.898105346577759e-08, 16, 8, 44.61, 4.461538461538462, 10.09, 4.461538461538462, 10.09, 96.9769784172662, 83.81, 84.31137724550898, 9.8, 9.91
131, 10.181517217181838, 324.14713506726395, 1.898105346577759e-08, 16, 12, 32.82, 0.0, 10.09, 0.0, 10.09, 96.72757793764988, 72.82, 82.83433133732535, 9.8, 9.91
132, 0.32196784442513826, 5036.727296611839, 9.977539079932735e-05, 15, 15, 10.09, 0.0, 10.09, 0.0, 29.7, 0.0, 94.45, 94.03193612774452, 9.74, 10.09
133, 0.001018151721718182, 5036.727296611839, 9.977539079932735e-05, 15, 15, 10.09, 0.0, 10.09, 0.0, 29.72, 0.0, 94.45, 94.03193612774452, 9.74, 10.09
134, 0.32196784442513826, 1.0250432438307915, 9.977539079932735e-05, 15, 15, 10.09, 0.0, 10.09, 0.0, 29.33, 0.0, 93.54, 94.07185628742515, 9.8, 9.91
135, 0.32196784442513826, 5036.727296611839, 6.0023361341290125e-06, 15, 15, 10.09, 0.0, 10.09, 0.0, 10.09, 96.86458832933653, 93.57, 93.13373253493013, 9.8, 9.91
136, 0.32196784442513826, 5036.727296611839, 9.977539079932735e-05, 7, 15, 10.09, 0.0, 10.09, 0.0, 29.49, 0.0, 94.49, 94.05189620758483, 9.8, 9.91
137, 0.32196784442513826, 5036.727296611839, 9.977539079932735e-05, 15, 5, 92.4, 70.15384615384616, 10.09, 70.15384615384616, 90.41, 93.17617905675459, 94.4, 94.25149700598803, 9.74, 10.09
138, 0.32196784442513826, 1.0250432438307915, 6.0023361341290125e-06, 7, 5, 35.08, 20.46153846153846, 10.09, 20.46153846153846, 12.26, 96.52134292565947, 93.26, 92.43512974051896, 9.8, 9.91
139, 0.001018151721718182, 5036.727296611839, 6.0023361341290125e-06, 7, 5, 35.4, 21.53846153846154, 10.09, 21.53846153846154, 10.94, 97.28697042366107, 91.34, 92.63473053892216, 9.8, 9.91
140, 0.001018151721718182, 1.0250432438307915, 9.977539079932735e-05, 7, 5, 92.4, 70.15384615384616, 10.09, 70.15384615384616, 90.47, 93.18737010391686, 94.47, 94.13173652694611, 9.8, 9.91
141, 0.001018151721718182, 1.0250432438307915, 6.0023361341290125e-06, 15, 5, 35.4, 21.53846153846154, 10.09, 21.53846153846154, 10.81, 97.28409272581935, 93.38, 93.75249500998004, 9.8, 9.91
142, 0.001018151721718182, 1.0250432438307915, 6.0023361341290125e-06, 7, 15, 10.09, 0.0, 10.09, 0.0, 10.09, 96.85003996802558, 93.33, 88.18363273453093, 9.8, 9.91
143, 0.001018151721718182, 1.0250432438307915, 6.0023361341290125e-06, 7, 5, 34.56, 21.384615384615387, 10.09, 21.384615384615387, 10.91, 97.28185451638689, 90.63, 92.53493013972056, 9.8, 9.91
144, 3.2196784442513833, 3.7770126337159313, 2.3660473821364086e-05, 13, 16, 10.09, 0.0, 10.09, 0.0, 10.09, 94.62525979216628, 9.91, 0.0, 9.8, 9.91
145, 1.0181517217181826, 3.7770126337159313, 2.3660473821364086e-05, 13, 16, 10.09, 0.0, 10.09, 0.0, 10.09, 96.29112709832134, 9.91, 0.0, 9.8, 9.91
146, 3.2196784442513833, 76.86739928640672, 2.3660473821364086e-05, 13, 16, 10.09, 0.0, 10.09, 0.0, 10.09, 96.8855315747402, 94.35, 93.97205588822355, 9.8, 9.91
147, 3.2196784442513833, 3.7770126337159313, 8.004243877909391e-08, 13, 16, 10.09, 0.0, 10.09, 0.0, 10.09, 93.46634692246202, 57.89, 51.77644710578843, 9.8, 9.91
148, 3.2196784442513833, 3.7770126337159313, 2.3660473821364086e-05, 19, 16, 10.09, 0.0, 10.09, 0.0, 10.09, 94.6343725019984, 9.91, 0.0, 9.8, 9.91
149, 3.2196784442513833, 3.7770126337159313, 2.3660473821364086e-05, 13, 14, 10.09, 0.0, 10.09, 0.0, 10.09, 94.86586730615507, 9.91, 0.0, 9.8, 9.91
150, 3.2196784442513833, 76.86739928640672, 8.004243877909391e-08, 19, 14, 10.09, 0.0, 10.09, 0.0, 10.09, 96.5568345323741, 77.92, 82.47504990019961, 9.8, 9.91
151, 1.0181517217181826, 3.7770126337159313, 8.004243877909391e-08, 19, 14, 10.09, 0.0, 10.09, 0.0, 10.09, 95.76243005595524, 75.8, 73.83233532934132, 9.8, 9.91
152, 1.0181517217181826, 76.86739928640672, 2.3660473821364086e-05, 19, 14, 10.09, 0.0, 10.09, 0.0, 10.09, 97.04652278177458, 93.79, 93.97205588822355, 9.8, 9.91
153, 1.0181517217181826, 76.86739928640672, 8.004243877909391e-08, 13, 14, 10.09, 0.0, 10.09, 0.0, 10.09, 96.66506794564349, 77.07, 84.15169660678643, 9.8, 9.91
154, 1.0181517217181826, 76.86739928640672, 8.004243877909391e-08, 19, 16, 10.09, 0.0, 10.09, 0.0, 10.09, 96.5330135891287, 75.33, 83.0938123752495, 9.8, 9.91
155, 1.0181517217181826, 76.86739928640672, 8.004243877909391e-08, 19, 14, 10.09, 0.0, 10.09, 0.0, 10.09, 96.66810551558753, 79.13, 83.7125748502994, 9.8, 9.91
156, 32196.78444251386, 1194.3962673773635, 7.482098779429834e-08, 3, 9, 22.79, 84.0, 71.34, 84.0, 90.42, 98.34292565947243, 81.47, 95.70858283433134, 15.57, 15.3
157, 10181.517217181854, 1194.3962673773635, 7.482098779429834e-08, 3, 9, 15.56, 65.07692307692308, 82.3, 65.07692307692308, 92.28, 98.01790567545964, 85.34, 94.93013972055888, 10.73, 11.63
158, 32196.78444251386, 0.2430760595586467, 7.482098779429834e-08, 3, 9, 22.79, 84.0, 69.48, 84.0, 89.15, 98.34564348521184, 80.56, 95.74850299401197, 14.4, 13.91
159, 32196.78444251386, 1194.3962673773635, 2.5311641601652367e-05, 3, 9, 84.45, 61.38461538461538, 71.82, 61.38461538461538, 90.0, 98.84364508393286, 83.22, 96.30738522954093, 9.16, 9.78
160, 32196.78444251386, 1194.3962673773635, 7.482098779429834e-08, 9, 9, 22.79, 84.0, 74.62, 84.0, 89.06, 98.34324540367706, 52.88, 93.65269461077844, 16.37, 15.9
161, 32196.78444251386, 1194.3962673773635, 7.482098779429834e-08, 3, 7, 22.79, 84.0, 60.75, 84.0, 81.21, 97.46778577138289, 77.82, 97.18562874251498, 11.68, 10.18
162, 32196.78444251386, 0.2430760595586467, 2.5311641601652367e-05, 9, 7, 91.34, 64.3076923076923, 43.71, 64.3076923076923, 66.01, 99.60543565147881, 84.55, 96.58682634730539, 12.4, 12.22
163, 10181.517217181854, 1194.3962673773635, 2.5311641601652367e-05, 9, 7, 85.96, 64.46153846153845, 83.45, 64.46153846153845, 77.04, 99.39264588329337, 84.59, 96.54690618762474, 14.39, 13.45
164, 10181.517217181854, 0.2430760595586467, 7.482098779429834e-08, 9, 7, 15.51, 65.07692307692308, 75.46, 65.07692307692308, 86.23, 99.03133493205436, 57.94, 94.51097804391217, 14.33, 13.84
165, 10181.517217181854, 0.2430760595586467, 2.5311641601652367e-05, 3, 7, 85.96, 64.46153846153845, 82.02, 64.46153846153845, 76.88, 99.39312549960032, 89.51, 95.38922155688623, 15.12, 14.16
166, 10181.517217181854, 0.2430760595586467, 2.5311641601652367e-05, 9, 9, 82.34, 60.0, 88.35, 60.0, 91.1, 98.42749800159872, 85.18, 96.52694610778443, 9.95, 9.83
167, 10181.517217181854, 0.2430760595586467, 2.5311641601652367e-05, 9, 7, 85.96, 64.46153846153845, 81.99, 64.46153846153845, 77.37, 99.39344524380496, 84.59, 96.54690618762474, 14.02, 13.3
168, 321.9678444251385, 0.21239702897045074, 0.00042074933428296724, 17, 6, 98.15, 81.6923076923077, 85.97, 81.6923076923077, 87.08, 98.04780175859312, 90.95, 95.46906187624751, 27.01, 27.31
169, 101.81517217181832, 0.21239702897045074, 0.00042074933428296724, 17, 6, 98.28, 82.0, 74.23, 82.0, 88.46, 97.63804956035172, 95.23, 94.23153692614771, 33.13, 33.97
170, 321.9678444251385, 1366.9171345425773, 0.00042074933428296724, 17, 6, 98.26, 82.15384615384616, 86.06, 82.15384615384616, 10.09, 0.0, 94.35, 94.69061876247505, 9.8, 9.91
171, 321.9678444251385, 0.21239702897045074, 0.0004501117109450305, 17, 6, 98.17, 81.84615384615384, 85.52, 81.84615384615384, 87.44, 98.0800959232614, 90.95, 95.46906187624751, 28.21, 28.02
172, 321.9678444251385, 0.21239702897045074, 0.00042074933428296724, 4, 6, 98.15, 81.6923076923077, 85.97, 81.6923076923077, 87.11, 98.0466826538769, 90.92, 95.48902195608783, 27.12, 27.08
173, 321.9678444251385, 0.21239702897045074, 0.00042074933428296724, 17, 3, 98.02, 84.76923076923077, 54.34, 84.76923076923077, 87.62, 98.02589928057553, 88.42, 95.68862275449102, 9.99, 10.41
174, 321.9678444251385, 1366.9171345425773, 0.0004501117109450305, 4, 3, 98.26, 82.15384615384616, 52.82, 82.15384615384616, 10.09, 97.52805755395684, 93.21, 94.87025948103792, 9.8, 9.91
175, 101.81517217181832, 0.21239702897045074, 0.0004501117109450305, 4, 3, 98.28, 82.0, 59.33, 82.0, 88.79, 97.64124700239807, 95.31, 94.23153692614771, 23.89, 23.84
176, 101.81517217181832, 1366.9171345425773, 0.00042074933428296724, 4, 3, 98.17, 81.38461538461539, 77.27, 81.38461538461539, 10.09, 97.49048760991207, 95.26, 94.25149700598803, 9.8, 9.91
177, 101.81517217181832, 1366.9171345425773, 0.0004501117109450305, 17, 3, 98.26, 81.38461538461539, 75.05, 81.38461538461539, 10.09, 97.5189448441247, 95.27, 94.23153692614771, 9.8, 9.91
178, 101.81517217181832, 1366.9171345425773, 0.0004501117109450305, 4, 6, 98.26, 81.38461538461539, 82.31, 81.38461538461539, 10.09, 0.0, 95.24, 94.25149700598803, 9.8, 9.91
179, 101.81517217181832, 1366.9171345425773, 0.0004501117109450305, 4, 3, 98.26, 81.38461538461539, 75.05, 81.38461538461539, 10.09, 97.51734612310152, 95.26, 94.25149700598803, 9.8, 9.91
180, 0.0321967844425138, 67.16583797993927, 1.3305262203337412e-06, 8, 13, 10.09, 0.0, 10.09, 0.0, 10.09, 96.78257394084733, 9.91, 0.0, 9.8, 9.91
181, 0.010181517217181822, 67.16583797993927, 1.3305262203337412e-06, 8, 13, 10.09, 0.0, 10.09, 0.0, 10.09, 96.77410071942447, 9.91, 0.0, 9.8, 9.91
182, 0.0321967844425138, 4.322571517865363, 1.3305262203337412e-06, 8, 13, 10.09, 0.0, 10.09, 0.0, 10.09, 96.75667466027178, 9.91, 0.0, 9.8, 9.91
183, 0.0321967844425138, 67.16583797993927, 1.4233782081016354e-06, 8, 13, 10.09, 0.0, 10.09, 0.0, 10.09, 96.79168665067945, 9.91, 0.0, 9.8, 9.91
184, 0.0321967844425138, 67.16583797993927, 1.3305262203337412e-06, 14, 13, 10.09, 0.0, 10.09, 0.0, 10.09, 96.78113509192646, 9.91, 0.0, 9.8, 9.91
185, 0.0321967844425138, 67.16583797993927, 1.3305262203337412e-06, 8, 10, 10.09, 0.0, 10.09, 0.0, 10.09, 96.90679456434852, 9.91, 0.0, 9.8, 9.91
186, 0.0321967844425138, 4.322571517865363, 1.4233782081016354e-06, 14, 10, 10.09, 0.0, 10.09, 0.0, 10.09, 96.89064748201439, 9.91, 0.0, 9.8, 9.91
187, 0.010181517217181822, 67.16583797993927, 1.4233782081016354e-06, 14, 10, 10.09, 0.0, 10.09, 0.0, 10.09, 96.90391686650679, 9.91, 0.0, 9.8, 9.91
188, 0.010181517217181822, 4.322571517865363, 1.3305262203337412e-06, 14, 10, 10.09, 0.0, 10.09, 0.0, 10.09, 96.90343725019984, 9.91, 0.0, 9.8, 9.91
189, 0.010181517217181822, 4.322571517865363, 1.4233782081016354e-06, 8, 10, 10.09, 0.0, 10.09, 0.0, 10.09, 96.89880095923262, 9.91, 0.0, 9.8, 9.91
190, 0.010181517217181822, 4.322571517865363, 1.4233782081016354e-06, 14, 13, 10.09, 0.0, 10.09, 0.0, 10.09, 96.77410071942447, 9.91, 0.0, 9.8, 9.91
191, 0.010181517217181822, 4.322571517865363, 1.4233782081016354e-06, 14, 10, 10.09, 0.0, 10.09, 0.0, 10.09, 96.90807354116706, 9.91, 0.0, 9.8, 9.91
192, 0.010181517217181822, 7.756189968580483, 0.0008640192878152558, 2, 3, 98.18, 82.3076923076923, 18.15, 82.3076923076923, 10.09, 97.72917665867307, 94.88, 94.25149700598803, 9.8, 9.91
193, 0.0032196784442513784, 7.756189968580483, 0.0008640192878152558, 2, 3, 98.18, 82.3076923076923, 17.94, 82.3076923076923, 10.09, 97.73029576338928, 94.88, 94.25149700598803, 9.8, 9.91
194, 0.010181517217181822, 37.43192719643771, 0.0008640192878152558, 2, 3, 98.18, 82.3076923076923, 18.54, 82.3076923076923, 10.09, 97.7294964028777, 94.88, 94.25149700598803, 9.8, 9.91
195, 0.010181517217181822, 7.756189968580483, 1.6436915121153314e-07, 2, 3, 32.29, 17.53846153846154, 10.3, 17.53846153846154, 22.29, 97.3021582733813, 96.55, 73.31337325349303, 9.99, 10.0
196, 0.010181517217181822, 7.756189968580483, 0.0008640192878152558, 20, 3, 98.18, 82.3076923076923, 18.47, 82.3076923076923, 10.09, 97.72917665867307, 94.85, 94.27145708582835, 9.8, 9.91
197, 0.010181517217181822, 7.756189968580483, 0.0008640192878152558, 2, 6, 98.17, 82.3076923076923, 10.09, 82.3076923076923, 93.22, 97.77202238209432, 94.53, 94.27145708582835, 9.8, 9.91
198, 0.010181517217181822, 37.43192719643771, 1.6436915121153314e-07, 20, 6, 37.29, 10.307692307692308, 10.09, 10.307692307692308, 10.09, 97.0115107913669, 88.35, 86.9061876247505, 9.8, 9.91
199, 0.0032196784442513784, 7.756189968580483, 1.6436915121153314e-07, 20, 6, 35.15, 10.0, 10.09, 10.0, 10.09, 97.00815347721823, 88.53, 86.94610778443113, 9.8, 9.91
